week_start,producto,categoria,unidades_vendidas,ingreso_total
2026-07-27,Porta Utensilios Cobre,cocina,6,16342.92
2026-07-27,Delantal Lino Natural,cocina,19,61886.47
2026-07-27,Jabonera Mármol Blanco,baño,16,45693.85
2026-07-27,Set Toallas Waffle,baño,11,69993.35
2026-07-27,Porta Cepillo Cerámica,baño,11,20457.59
2026-07-27,Espejo Redondo Nordico,baño,6,67593.6
2026-07-27,Marco Madera Natural 30x40,deco,20,95401.44
2026-07-27,Jarrón Minimalista Blanco,deco,21,138457.8
2026-07-27,Caja Ratan Organizadora,deco,4,18791.17
2026-07-27,Estante Flotante Roble,deco,16,145669.5
2026-07-27,Sillón Boho Arena,sillones,19,957833.47
2026-07-27,Sillón Terciopelo Verde,sillones,21,1166780.16
2026-07-27,Puff Redondo Boucle,sillones,21,491501.47
2026-07-27,Sillón Acapulco Negro,sillones,16,572230.4
2026-07-27,Difusor Bambú 200ml,aromas,21,84893.16
2026-07-27,Vela Soja Lavanda Grande,aromas,17,45428.41
2026-07-27,Set Sales de Baño Botánico,aromas,22,97086.95
2026-07-27,Incienso Palo Santo 10u,aromas,19,29864.35
2026-07-27,Mantel Lino 180cm,mesa,21,123191.38
2026-07-27,Set Servilletas Bordadas,mesa,18,41118.11
2026-07-27,Porta Velas Mesa Hierro,mesa,19,73370.7
2026-07-27,Camino Mesa Ratan,mesa,5,19993.97
2026-07-27,Maceta Terracota XL,jardin,10,65844.67
2026-07-27,Farolito Solar Colgante,jardin,19,89929.58
2026-07-27,Cojín Exterior Rayas,jardin,19,103619.86
2026-07-27,Regadera Cobre Vintage,jardin,13,102050.94
2026-08-03,Set de Bowls Mediterráneo,cocina,7,27888.13
2026-08-03,Tabla de Madera Olivia,cocina,20,122236.16
2026-08-03,Porta Utensilios Cobre,cocina,5,13446.26
2026-08-03,Delantal Lino Natural,cocina,7,20511.88
2026-08-03,Jabonera Mármol Blanco,baño,16,45810.69
2026-08-03,Set Toallas Waffle,baño,5,30218.24
2026-08-03,Porta Cepillo Cerámica,baño,7,12583.29
2026-08-03,Espejo Redondo Nordico,baño,18,225230.98
2026-08-03,Marco Madera Natural 30x40,deco,6,25167.46
2026-08-03,Jarrón Minimalista Blanco,deco,22,145865.07
2026-08-03,Caja Ratan Organizadora,deco,21,113980.1
2026-08-03,Estante Flotante Roble,deco,19,177076.11
2026-08-03,Sillón Boho Arena,sillones,17,843939.84
2026-08-03,Sillón Terciopelo Verde,sillones,16,850011.14
2026-08-03,Puff Redondo Boucle,sillones,16,359783.42
2026-08-03,Sillón Acapulco Negro,sillones,17,615106.24
2026-08-03,Difusor Bambú 200ml,aromas,18,71094.41
2026-08-03,Vela Soja Lavanda Grande,aromas,15,39526.66
2026-08-03,Set Sales de Baño Botánico,aromas,11,43983.68
2026-08-03,Incienso Palo Santo 10u,aromas,17,26174.83
2026-08-03,Mantel Lino 180cm,mesa,18,102586.18
2026-08-03,Set Servilletas Bordadas,mesa,20,46360.51
2026-08-03,Porta Velas Mesa Hierro,mesa,15,56169.55
2026-08-03,Camino Mesa Ratan,mesa,20,90615.1
2026-08-03,Maceta Terracota XL,jardin,14,95634.11
2026-08-03,Farolito Solar Colgante,jardin,14,63071.57
2026-08-03,Cojín Exterior Rayas,jardin,20,109581.06
2026-08-03,Regadera Cobre Vintage,jardin,18,148192.88
2026-08-10,Set de Bowls Mediterráneo,cocina,13,54579.91
2026-08-10,Tabla de Madera Olivia,cocina,20,122100.67
2026-08-10,Porta Utensilios Cobre,cocina,22,68235.38
2026-08-10,Delantal Lino Natural,cocina,22,73175.87
2026-08-10,Jabonera Mármol Blanco,baño,13,36388.35
2026-08-10,Set Toallas Waffle,baño,17,114020.09
2026-08-10,Porta Cepillo Cerámica,baño,22,44775.49
2026-08-10,Espejo Redondo Nordico,baño,6,67140.86
2026-08-10,Marco Madera Natural 30x40,deco,16,73855.87
2026-08-10,Jarrón Minimalista Blanco,deco,20,131078.91
2026-08-10,Caja Ratan Organizadora,deco,15,77597.93
2026-08-10,Estante Flotante Roble,deco,13,114818.83
2026-08-10,Sillón Boho Arena,sillones,5,223008.0
2026-08-10,Sillón Terciopelo Verde,sillones,8,396657.66
2026-08-10,Puff Redondo Boucle,sillones,11,237024.48
2026-08-10,Sillón Acapulco Negro,sillones,17,612402.56
2026-08-10,Difusor Bambú 200ml,aromas,7,25052.09
2026-08-10,Vela Soja Lavanda Grande,aromas,21,58143.32
2026-08-10,Set Sales de Baño Botánico,aromas,15,62247.84
2026-08-10,Incienso Palo Santo 10u,aromas,15,22782.6
2026-08-10,Mantel Lino 180cm,mesa,5,25604.92
2026-08-10,Set Servilletas Bordadas,mesa,20,46368.26
2026-08-10,Porta Velas Mesa Hierro,mesa,4,13656.49
2026-08-10,Camino Mesa Ratan,mesa,17,75020.48
2026-08-10,Maceta Terracota XL,jardin,22,160033.7
2026-08-10,Farolito Solar Colgante,jardin,19,89822.88
2026-08-10,Cojín Exterior Rayas,jardin,18,97642.02
2026-08-10,Regadera Cobre Vintage,jardin,19,156867.71
2026-08-17,Set de Bowls Mediterráneo,cocina,17,73496.3
2026-08-17,Tabla de Madera Olivia,cocina,16,94797.06
2026-08-17,Porta Utensilios Cobre,cocina,17,50890.22
2026-08-17,Delantal Lino Natural,cocina,10,30002.54
2026-08-17,Jabonera Mármol Blanco,baño,8,21404.36
2026-08-17,Set Toallas Waffle,baño,15,99173.88
2026-08-17,Porta Cepillo Cerámica,baño,4,6992.24
2026-08-17,Espejo Redondo Nordico,baño,6,67284.86
2026-08-17,Marco Madera Natural 30x40,deco,16,73336.32
2026-08-17,Jarrón Minimalista Blanco,deco,13,80562.6
2026-08-17,Caja Ratan Organizadora,deco,13,66218.32
2026-08-17,Estante Flotante Roble,deco,21,199432.77
2026-08-17,Sillón Boho Arena,sillones,10,467512.32
2026-08-17,Sillón Terciopelo Verde,sillones,5,242166.08
2026-08-17,Puff Redondo Boucle,sillones,16,358707.71
2026-08-17,Sillón Acapulco Negro,sillones,14,492046.24
2026-08-17,Difusor Bambú 200ml,aromas,11,40746.64
2026-08-17,Vela Soja Lavanda Grande,aromas,10,25138.88
2026-08-17,Set Sales de Baño Botánico,aromas,20,86357.15
2026-08-17,Incienso Palo Santo 10u,aromas,8,11434.56
2026-08-17,Mantel Lino 180cm,mesa,19,109823.65
2026-08-17,Set Servilletas Bordadas,mesa,21,49096.92
2026-08-17,Porta Velas Mesa Hierro,mesa,23,91741.88
2026-08-17,Camino Mesa Ratan,mesa,19,85937.94
2026-08-17,Maceta Terracota XL,jardin,7,45098.14
2026-08-17,Farolito Solar Colgante,jardin,11,48510.0
2026-08-17,Cojín Exterior Rayas,jardin,21,116513.78
2026-08-17,Regadera Cobre Vintage,jardin,9,68199.12
2026-08-24,Set de Bowls Mediterráneo,cocina,15,63949.54
2026-08-24,Tabla de Madera Olivia,cocina,19,115106.99
2026-08-24,Porta Utensilios Cobre,cocina,17,51004.6
2026-08-24,Delantal Lino Natural,cocina,13,40253.57
2026-08-24,Jabonera Mármol Blanco,baño,5,12924.8
2026-08-24,Set Toallas Waffle,baño,8,49718.66
2026-08-24,Porta Cepillo Cerámica,baño,18,35389.61
2026-08-24,Espejo Redondo Nordico,baño,16,196608.0
2026-08-24,Marco Madera Natural 30x40,deco,14,63199.58
2026-08-24,Jarrón Minimalista Blanco,deco,13,80324.03
2026-08-24,Caja Ratan Organizadora,deco,17,89542.37
2026-08-24,Estante Flotante Roble,deco,20,187760.1
2026-08-24,Sillón Boho Arena,sillones,8,364990.46
2026-08-24,Sillón Terciopelo Verde,sillones,14,732449.54
2026-08-24,Puff Redondo Boucle,sillones,19,437916.86
2026-08-24,Sillón Acapulco Negro,sillones,9,304194.24
2026-08-24,Difusor Bambú 200ml,aromas,8,28944.2
2026-08-24,Vela Soja Lavanda Grande,aromas,9,22407.47
2026-08-24,Set Sales de Baño Botánico,aromas,7,27077.65
2026-08-24,Incienso Palo Santo 10u,aromas,18,28094.69
2026-08-24,Mantel Lino 180cm,mesa,13,71125.91
2026-08-24,Set Servilletas Bordadas,mesa,7,14486.1
2026-08-24,Porta Velas Mesa Hierro,mesa,10,35893.55
2026-08-24,Camino Mesa Ratan,mesa,16,70233.24
2026-08-24,Maceta Terracota XL,jardin,19,135895.66
2026-08-24,Farolito Solar Colgante,jardin,12,53369.28
2026-08-24,Cojín Exterior Rayas,jardin,18,97619.56
2026-08-24,Regadera Cobre Vintage,jardin,11,85192.59
2026-08-31,Set de Bowls Mediterráneo,cocina,20,88620.67
2026-08-31,Tabla de Madera Olivia,cocina,18,108627.78
2026-08-31,Porta Utensilios Cobre,cocina,14,40881.93
2026-08-31,Delantal Lino Natural,cocina,20,65602.94
2026-08-31,Jabonera Mármol Blanco,baño,15,42397.15
2026-08-31,Set Toallas Waffle,baño,18,121642.56
2026-08-31,Porta Cepillo Cerámica,baño,22,44810.27
2026-08-31,Espejo Redondo Nordico,baño,6,67239.94
2026-08-31,Marco Madera Natural 30x40,deco,9,38865.74
2026-08-31,Jarrón Minimalista Blanco,deco,15,93883.87
2026-08-31,Caja Ratan Organizadora,deco,6,28765.96
2026-08-31,Estante Flotante Roble,deco,14,125112.36
2026-08-31,Sillón Boho Arena,sillones,5,223249.92
2026-08-31,Sillón Terciopelo Verde,sillones,12,614375.42
2026-08-31,Puff Redondo Boucle,sillones,15,335528.16
2026-08-31,Sillón Acapulco Negro,sillones,6,195830.88
2026-08-31,Difusor Bambú 200ml,aromas,22,89575.06
2026-08-31,Vela Soja Lavanda Grande,aromas,19,51622.6
2026-08-31,Set Sales de Baño Botánico,aromas,13,53313.64
2026-08-31,Incienso Palo Santo 10u,aromas,10,14561.76
2026-08-31,Mantel Lino 180cm,mesa,6,30877.97
2026-08-31,Set Servilletas Bordadas,mesa,7,14571.85
2026-08-31,Porta Velas Mesa Hierro,mesa,17,64864.49
2026-08-31,Camino Mesa Ratan,mesa,22,101812.3
2026-08-31,Maceta Terracota XL,jardin,15,103501.44
2026-08-31,Farolito Solar Colgante,jardin,13,58417.63
2026-08-31,Cojín Exterior Rayas,jardin,12,61438.54
2026-08-31,Regadera Cobre Vintage,jardin,6,44414.94
2026-09-07,Set de Bowls Mediterráneo,cocina,15,64008.0
2026-09-07,Tabla de Madera Olivia,cocina,22,137460.93
2026-09-07,Porta Utensilios Cobre,cocina,20,61260.06
2026-09-07,Delantal Lino Natural,cocina,5,14394.42
2026-09-07,Jabonera Mármol Blanco,baño,22,66067.72
2026-09-07,Set Toallas Waffle,baño,9,56107.58
2026-09-07,Porta Cepillo Cerámica,baño,16,31149.06
2026-09-07,Espejo Redondo Nordico,baño,19,239607.94
2026-09-07,Marco Madera Natural 30x40,deco,20,94911.84
2026-09-07,Jarrón Minimalista Blanco,deco,21,138107.83
2026-09-07,Caja Ratan Organizadora,deco,22,120673.34
2026-09-07,Estante Flotante Roble,deco,10,86488.06
2026-09-07,Sillón Boho Arena,sillones,13,623740.42
2026-09-07,Sillón Terciopelo Verde,sillones,18,973260.29
2026-09-07,Puff Redondo Boucle,sillones,6,123657.6
2026-09-07,Sillón Acapulco Negro,sillones,21,779864.4
2026-09-07,Difusor Bambú 200ml,aromas,12,44944.82
2026-09-07,Vela Soja Lavanda Grande,aromas,4,9569.33
2026-09-07,Set Sales de Baño Botánico,aromas,21,91972.71
2026-09-07,Incienso Palo Santo 10u,aromas,18,28041.98
2026-09-07,Mantel Lino 180cm,mesa,6,30749.66
2026-09-07,Set Servilletas Bordadas,mesa,14,31060.69
2026-09-07,Porta Velas Mesa Hierro,mesa,14,52152.24
2026-09-07,Camino Mesa Ratan,mesa,14,60581.43
2026-09-07,Maceta Terracota XL,jardin,7,44886.42
2026-09-07,Farolito Solar Colgante,jardin,8,34177.54
2026-09-07,Cojín Exterior Rayas,jardin,11,56113.66
2026-09-07,Regadera Cobre Vintage,jardin,12,93246.8
2026-09-14,Set de Bowls Mediterráneo,cocina,10,40790.4
2026-09-14,Tabla de Madera Olivia,cocina,12,68862.8
2026-09-14,Porta Utensilios Cobre,cocina,7,19143.71
2026-09-14,Delantal Lino Natural,cocina,23,76930.99
2026-09-14,Jabonera Mármol Blanco,baño,8,21321.22
2026-09-14,Set Toallas Waffle,baño,17,113436.65
2026-09-14,Porta Cepillo Cerámica,baño,22,44921.96
2026-09-14,Espejo Redondo Nordico,baño,13,155947.58
2026-09-14,Marco Madera Natural 30x40,deco,17,79094.88
2026-09-14,Jarrón Minimalista Blanco,deco,16,101542.71
2026-09-14,Caja Ratan Organizadora,deco,20,107902.94
2026-09-14,Estante Flotante Roble,deco,7,58779.3
2026-09-14,Sillón Boho Arena,sillones,16,786296.83
2026-09-14,Sillón Terciopelo Verde,sillones,7,343947.97
2026-09-14,Puff Redondo Boucle,sillones,6,123313.34
2026-09-14,Sillón Acapulco Negro,sillones,8,267765.12
2026-09-14,Difusor Bambú 200ml,aromas,11,40955.97
2026-09-14,Vela Soja Lavanda Grande,aromas,12,30874.52
2026-09-14,Set Sales de Baño Botánico,aromas,21,91706.83
2026-09-14,Incienso Palo Santo 10u,aromas,8,11477.38
2026-09-14,Mantel Lino 180cm,mesa,18,102510.14
2026-09-14,Set Servilletas Bordadas,mesa,10,21439.26
2026-09-14,Porta Velas Mesa Hierro,mesa,15,56033.69
2026-09-14,Camino Mesa Ratan,mesa,15,65383.39
2026-09-14,Maceta Terracota XL,jardin,19,135579.38
2026-09-14,Farolito Solar Colgante,jardin,12,53194.75
2026-09-14,Cojín Exterior Rayas,jardin,15,79269.22
2026-09-14,Regadera Cobre Vintage,jardin,17,138238.75
2026-09-21,Set de Bowls Mediterráneo,cocina,8,32052.79
2026-09-21,Tabla de Madera Olivia,cocina,13,74813.69
2026-09-21,Porta Utensilios Cobre,cocina,20,61114.37
2026-09-21,Delantal Lino Natural,cocina,17,54239.68
2026-09-21,Jabonera Mármol Blanco,baño,13,36137.92
2026-09-21,Set Toallas Waffle,baño,11,69932.72
2026-09-21,Porta Cepillo Cerámica,baño,16,30958.87
2026-09-21,Espejo Redondo Nordico,baño,19,239527.68
2026-09-21,Marco Madera Natural 30x40,deco,16,73330.56
2026-09-21,Jarrón Minimalista Blanco,deco,9,53634.07
2026-09-21,Caja Ratan Organizadora,deco,8,38872.93
2026-09-21,Estante Flotante Roble,deco,19,176678.39
2026-09-21,Sillón Boho Arena,sillones,20,1015434.24
2026-09-21,Sillón Terciopelo Verde,sillones,13,672084.61
2026-09-21,Puff Redondo Boucle,sillones,13,285350.21
2026-09-21,Sillón Acapulco Negro,sillones,15,529872.0
2026-09-21,Difusor Bambú 200ml,aromas,19,75580.12
2026-09-21,Vela Soja Lavanda Grande,aromas,14,36542.69
2026-09-21,Set Sales de Baño Botánico,aromas,14,57818.79
2026-09-21,Incienso Palo Santo 10u,aromas,9,12988.94
2026-09-21,Mantel Lino 180cm,mesa,20,115712.96
2026-09-21,Set Servilletas Bordadas,mesa,15,33453.55
2026-09-21,Porta Velas Mesa Hierro,mesa,19,73795.88
2026-09-21,Camino Mesa Ratan,mesa,8,32656.33
2026-09-21,Maceta Terracota XL,jardin,8,52019.46
2026-09-21,Farolito Solar Colgante,jardin,10,43832.88
2026-09-21,Cojín Exterior Rayas,jardin,5,24177.92
2026-09-21,Regadera Cobre Vintage,jardin,5,36566.26
2026-09-28,Set de Bowls Mediterráneo,cocina,19,83497.61
2026-09-28,Tabla de Madera Olivia,cocina,18,108380.56
2026-09-28,Porta Utensilios Cobre,cocina,12,34424.72
2026-09-28,Delantal Lino Natural,cocina,21,69540.34
2026-09-28,Jabonera Mármol Blanco,baño,8,21410.46
2026-09-28,Set Toallas Waffle,baño,19,128906.34
2026-09-28,Porta Cepillo Cerámica,baño,15,28988.83
2026-09-28,Espejo Redondo Nordico,baño,11,129011.52
2026-09-28,Marco Madera Natural 30x40,deco,13,58218.26
2026-09-28,Jarrón Minimalista Blanco,deco,17,108900.97
2026-09-28,Caja Ratan Organizadora,deco,18,95019.61
2026-09-28,Estante Flotante Roble,deco,20,187711.68
2026-09-28,Sillón Boho Arena,sillones,14,676419.07
2026-09-28,Sillón Terciopelo Verde,sillones,8,397116.93
2026-09-28,Puff Redondo Boucle,sillones,13,285286.14
2026-09-28,Sillón Acapulco Negro,sillones,15,532274.4
2026-09-28,Difusor Bambú 200ml,aromas,12,44906.15
2026-09-28,Vela Soja Lavanda Grande,aromas,20,55073.41
2026-09-28,Set Sales de Baño Botánico,aromas,7,27224.59
2026-09-28,Incienso Palo Santo 10u,aromas,15,22743.36
2026-09-28,Mantel Lino 180cm,mesa,7,36494.3
2026-09-28,Set Servilletas Bordadas,mesa,20,46343.62
2026-09-28,Porta Velas Mesa Hierro,mesa,19,73675.52
2026-09-28,Camino Mesa Ratan,mesa,5,19909.0
2026-09-28,Maceta Terracota XL,jardin,17,119230.76
2026-09-28,Farolito Solar Colgante,jardin,6,25221.89
2026-09-28,Cojín Exterior Rayas,jardin,9,45164.62
2026-09-28,Regadera Cobre Vintage,jardin,6,44301.18
2026-10-05,Set de Bowls Mediterráneo,cocina,22,96304.45
2026-10-05,Tabla de Madera Olivia,cocina,14,79802.06
2026-10-05,Porta Utensilios Cobre,cocina,27,83975.18
2026-10-05,Delantal Lino Natural,cocina,10,29666.75
2026-10-05,Jabonera Mármol Blanco,baño,23,67510.78
2026-10-05,Set Toallas Waffle,baño,20,133201.12
2026-10-05,Porta Cepillo Cerámica,baño,8,14314.75
2026-10-05,Espejo Redondo Nordico,baño,14,164707.2
2026-10-05,Marco Madera Natural 30x40,deco,19,87011.64
2026-10-05,Jarrón Minimalista Blanco,deco,21,134070.59
2026-10-05,Caja Ratan Organizadora,deco,21,110654.01
2026-10-05,Estante Flotante Roble,deco,10,84988.59
2026-10-05,Sillón Boho Arena,sillones,6,266936.83
2026-10-05,Sillón Terciopelo Verde,sillones,11,550501.95
2026-10-05,Puff Redondo Boucle,sillones,21,476480.93
2026-10-05,Sillón Acapulco Negro,sillones,10,332920.0
2026-10-05,Difusor Bambú 200ml,aromas,14,52176.01
2026-10-05,Vela Soja Lavanda Grande,aromas,16,41512.81
2026-10-05,Set Sales de Baño Botánico,aromas,8,30756.43
2026-10-05,Incienso Palo Santo 10u,aromas,9,12800.16
2026-10-05,Mantel Lino 180cm,mesa,12,63943.97
2026-10-05,Set Servilletas Bordadas,mesa,26,61033.77
2026-10-05,Porta Velas Mesa Hierro,mesa,19,71577.77
2026-10-05,Camino Mesa Ratan,mesa,9,36591.0
2026-10-05,Maceta Terracota XL,jardin,22,155167.51
2026-10-05,Farolito Solar Colgante,jardin,17,76667.69
2026-10-05,Cojín Exterior Rayas,jardin,15,77037.79
2026-10-05,Regadera Cobre Vintage,jardin,13,100138.25
2026-10-12,Set de Bowls Mediterráneo,cocina,24,106396.42
2026-10-12,Tabla de Madera Olivia,cocina,22,132959.2
2026-10-12,Porta Utensilios Cobre,cocina,9,24764.52
2026-10-12,Delantal Lino Natural,cocina,27,90054.5
2026-10-12,Jabonera Mármol Blanco,baño,14,38424.15
2026-10-12,Set Toallas Waffle,baño,9,55644.26
2026-10-12,Porta Cepillo Cerámica,baño,16,30342.6
2026-10-12,Espejo Redondo Nordico,baño,18,218899.58
2026-10-12,Marco Madera Natural 30x40,deco,7,29407.39
2026-10-12,Jarrón Minimalista Blanco,deco,14,85173.72
2026-10-12,Caja Ratan Organizadora,deco,19,98424.04
2026-10-12,Estante Flotante Roble,deco,17,152357.89
2026-10-12,Sillón Boho Arena,sillones,15,714009.6
2026-10-12,Sillón Terciopelo Verde,sillones,21,1126437.31
2026-10-12,Puff Redondo Boucle,sillones,12,255366.14
2026-10-12,Sillón Acapulco Negro,sillones,11,371349.44
2026-10-12,Difusor Bambú 200ml,aromas,16,60567.5
2026-10-12,Vela Soja Lavanda Grande,aromas,22,59337.91
2026-10-12,Set Sales de Baño Botánico,aromas,21,88919.95
2026-10-12,Incienso Palo Santo 10u,aromas,11,15883.3
2026-10-12,Mantel Lino 180cm,mesa,25,145772.0
2026-10-12,Set Servilletas Bordadas,mesa,11,23237.42
2026-10-12,Porta Velas Mesa Hierro,mesa,19,71530.53
2026-10-12,Camino Mesa Ratan,mesa,6,23994.41
2026-10-12,Maceta Terracota XL,jardin,15,100709.09
2026-10-12,Farolito Solar Colgante,jardin,25,119566.8
2026-10-12,Cojín Exterior Rayas,jardin,18,94562.96
2026-10-12,Regadera Cobre Vintage,jardin,12,92166.84
2026-10-19,Set de Bowls Mediterráneo,cocina,21,91132.47
2026-10-19,Tabla de Madera Olivia,cocina,11,61559.34
2026-10-19,Porta Utensilios Cobre,cocina,20,59497.79
2026-10-19,Delantal Lino Natural,cocina,17,52823.95
2026-10-19,Jabonera Mármol Blanco,baño,9,23851.3
2026-10-19,Set Toallas Waffle,baño,22,148154.86
2026-10-19,Porta Cepillo Cerámica,baño,12,22110.16
2026-10-19,Espejo Redondo Nordico,baño,28,362460.67
2026-10-19,Marco Madera Natural 30x40,deco,21,97575.41
2026-10-19,Jarrón Minimalista Blanco,deco,24,157097.09
2026-10-19,Caja Ratan Organizadora,deco,7,33427.77
2026-10-19,Estante Flotante Roble,deco,26,246342.89
2026-10-19,Sillón Boho Arena,sillones,26,1335719.42
2026-10-19,Sillón Terciopelo Verde,sillones,10,496845.44
2026-10-19,Puff Redondo Boucle,sillones,15,327676.8
2026-10-19,Sillón Acapulco Negro,sillones,27,1016940.96
2026-10-19,Difusor Bambú 200ml,aromas,22,86738.01
2026-10-19,Vela Soja Lavanda Grande,aromas,16,41536.77
2026-10-19,Set Sales de Baño Botánico,aromas,16,65577.96
2026-10-19,Incienso Palo Santo 10u,aromas,7,9801.79
2026-10-19,Mantel Lino 180cm,mesa,19,106691.99
2026-10-19,Set Servilletas Bordadas,mesa,10,20995.74
2026-10-19,Porta Velas Mesa Hierro,mesa,9,31471.96
2026-10-19,Camino Mesa Ratan,mesa,23,103563.33
2026-10-19,Maceta Terracota XL,jardin,26,188618.73
2026-10-19,Farolito Solar Colgante,jardin,15,66962.16
2026-10-19,Cojín Exterior Rayas,jardin,13,66026.27
2026-10-19,Regadera Cobre Vintage,jardin,15,117218.3
2026-10-26,Set de Bowls Mediterráneo,cocina,20,85989.12
2026-10-26,Tabla de Madera Olivia,cocina,13,73410.65
2026-10-26,Porta Utensilios Cobre,cocina,9,24772.03
2026-10-26,Delantal Lino Natural,cocina,15,45868.34
2026-10-26,Jabonera Mármol Blanco,baño,19,54235.06
2026-10-26,Set Toallas Waffle,baño,25,172148.6
2026-10-26,Porta Cepillo Cerámica,baño,6,10544.0
2026-10-26,Espejo Redondo Nordico,baño,7,78580.99
2026-10-26,Marco Madera Natural 30x40,deco,21,97377.34
2026-10-26,Jarrón Minimalista Blanco,deco,25,164796.0
2026-10-26,Caja Ratan Organizadora,deco,20,104594.88
2026-10-26,Estante Flotante Roble,deco,25,236640.32
2026-10-26,Sillón Boho Arena,sillones,19,930137.86
2026-10-26,Sillón Terciopelo Verde,sillones,11,551298.18
2026-10-26,Puff Redondo Boucle,sillones,22,502020.29
2026-10-26,Sillón Acapulco Negro,sillones,27,1015670.88
2026-10-26,Difusor Bambú 200ml,aromas,25,100482.64
2026-10-26,Vela Soja Lavanda Grande,aromas,9,22230.37
2026-10-26,Set Sales de Baño Botánico,aromas,5,18865.25
2026-10-26,Incienso Palo Santo 10u,aromas,24,37950.91
2026-10-26,Mantel Lino 180cm,mesa,24,139170.24
2026-10-26,Set Servilletas Bordadas,mesa,26,61149.09
2026-10-26,Porta Velas Mesa Hierro,mesa,18,67420.51
2026-10-26,Camino Mesa Ratan,mesa,24,108700.15
2026-10-26,Maceta Terracota XL,jardin,24,172425.37
2026-10-26,Farolito Solar Colgante,jardin,6,24941.52
2026-10-26,Cojín Exterior Rayas,jardin,11,55179.24
2026-10-26,Regadera Cobre Vintage,jardin,16,126228.1
2026-11-02,Set de Bowls Mediterráneo,cocina,34,149894.3
2026-11-02,Tabla de Madera Olivia,cocina,31,185562.23
2026-11-02,Porta Utensilios Cobre,cocina,8,21382.98
2026-11-02,Delantal Lino Natural,cocina,10,28851.33
2026-11-02,Jabonera Mármol Blanco,baño,23,64096.03
2026-11-02,Set Toallas Waffle,baño,9,54157.9
2026-11-02,Porta Cepillo Cerámica,baño,8,14062.07
2026-11-02,Espejo Redondo Nordico,baño,34,428497.92
2026-11-02,Marco Madera Natural 30x40,deco,18,78509.09
2026-11-02,Jarrón Minimalista Blanco,deco,26,162487.02
2026-11-02,Caja Ratan Organizadora,deco,24,122454.84
2026-11-02,Estante Flotante Roble,deco,36,339254.9
2026-11-02,Sillón Boho Arena,sillones,27,1318394.88
2026-11-02,Sillón Terciopelo Verde,sillones,9,435060.29
2026-11-02,Puff Redondo Boucle,sillones,21,456537.31
2026-11-02,Sillón Acapulco Negro,sillones,11,360544.8
2026-11-02,Difusor Bambú 200ml,aromas,9,31676.31
2026-11-02,Vela Soja Lavanda Grande,aromas,8,19247.82
2026-11-02,Set Sales de Baño Botánico,aromas,33,141467.52
2026-11-02,Incienso Palo Santo 10u,aromas,28,42892.42
2026-11-02,Mantel Lino 180cm,mesa,32,182611.97
2026-11-02,Set Servilletas Bordadas,mesa,20,43231.23
2026-11-02,Porta Velas Mesa Hierro,mesa,15,52995.84
2026-11-02,Camino Mesa Ratan,mesa,37,169496.23
2026-11-02,Maceta Terracota XL,jardin,24,163620.4
2026-11-02,Farolito Solar Colgante,jardin,16,69268.61
2026-11-02,Cojín Exterior Rayas,jardin,31,166869.08
2026-11-02,Regadera Cobre Vintage,jardin,25,198141.48
2026-11-09,Set de Bowls Mediterráneo,cocina,38,170478.34
2026-11-09,Tabla de Madera Olivia,cocina,35,213695.66
2026-11-09,Porta Utensilios Cobre,cocina,28,82764.24
2026-11-09,Delantal Lino Natural,cocina,31,99358.17
2026-11-09,Jabonera Mármol Blanco,baño,28,80088.42
2026-11-09,Set Toallas Waffle,baño,32,215910.66
2026-11-09,Porta Cepillo Cerámica,baño,22,41327.16
2026-11-09,Espejo Redondo Nordico,baño,16,184381.44
2026-11-09,Marco Madera Natural 30x40,deco,38,182518.56
2026-11-09,Jarrón Minimalista Blanco,deco,39,259221.21
2026-11-09,Caja Ratan Organizadora,deco,36,194022.6
2026-11-09,Estante Flotante Roble,deco,37,350190.79
2026-11-09,Sillón Boho Arena,sillones,38,1944296.45
2026-11-09,Sillón Terciopelo Verde,sillones,20,1017885.44
2026-11-09,Puff Redondo Boucle,sillones,26,577573.57
2026-11-09,Sillón Acapulco Negro,sillones,36,1331830.08
2026-11-09,Difusor Bambú 200ml,aromas,24,91373.64
2026-11-09,Vela Soja Lavanda Grande,aromas,36,98929.96
2026-11-09,Set Sales de Baño Botánico,aromas,24,98470.85
2026-11-09,Incienso Palo Santo 10u,aromas,34,53598.14
2026-11-09,Mantel Lino 180cm,mesa,21,114004.97
2026-11-09,Set Servilletas Bordadas,mesa,16,33906.33
2026-11-09,Porta Velas Mesa Hierro,mesa,21,76715.39
2026-11-09,Camino Mesa Ratan,mesa,13,52818.79
2026-11-09,Maceta Terracota XL,jardin,34,242645.32
2026-11-09,Farolito Solar Colgante,jardin,17,73917.36
2026-11-09,Cojín Exterior Rayas,jardin,15,74468.16
2026-11-09,Regadera Cobre Vintage,jardin,23,180947.04
2026-11-16,Set de Bowls Mediterráneo,cocina,34,149871.46
2026-11-16,Tabla de Madera Olivia,cocina,10,53988.26
2026-11-16,Porta Utensilios Cobre,cocina,33,99739.31
2026-11-16,Delantal Lino Natural,cocina,12,35082.87
2026-11-16,Jabonera Mármol Blanco,baño,22,61083.55
2026-11-16,Set Toallas Waffle,baño,37,255942.02
2026-11-16,Porta Cepillo Cerámica,baño,11,19621.92
2026-11-16,Espejo Redondo Nordico,baño,33,413829.5
